age,job,marital,education,default,balance,housing,contact,duration,campaign,pdays,previous,poutcome,signed up
58,admin.,married,primary,no,2232,no,unknown,219,1,-1,0,unknown,0
32,housemaid,married,secondary,no,0,no,cellular,435,2,-1,0,unknown,0
48,blue-collar,married,primary,no,554,no,unknown,263,8,-1,0,unknown,0
39,blue-collar,married,secondary,no,142,no,cellular,424,4,-1,0,unknown,0
35,admin.,divorced,secondary,no,3636,no,cellular,808,2,-1,0,unknown,1
51,technician,divorced,secondary,no,1096,no,cellular,138,1,-1,0,unknown,0
30,admin.,single,secondary,no,211,no,cellular,473,1,-1,0,unknown,0
42,blue-collar,married,secondary,no,600,no,cellular,277,3,-1,0,unknown,0
41,unknown,single,unknown,no,942,no,cellular,219,1,-1,0,unknown,1
47,entrepreneur,divorced,tertiary,no,178,no,cellular,291,1,-1,0,unknown,0
52,admin.,married,secondary,no,5122,no,cellular,218,7,-1,0,unknown,0
56,admin.,married,secondary,no,699,no,unknown,54,1,-1,0,unknown,0
51,admin.,divorced,secondary,no,14215,no,cellular,131,2,-1,0,unknown,0
45,technician,single,tertiary,no,0,no,cellular,87,4,-1,0,unknown,0
26,services,single,secondary,no,1095,no,cellular,410,2,-1,0,unknown,0
44,management,married,unknown,no,21,no,cellular,323,2,-1,0,unknown,0
27,services,single,secondary,no,453,no,cellular,142,2,-1,0,unknown,1
59,services,married,secondary,no,292,no,cellular,246,4,-1,0,unknown,0
59,retired,married,primary,no,0,no,cellular,493,2,-1,0,unknown,1
46,blue-collar,married,secondary,no,942,no,telephone,425,2,-1,0,unknown,0
46,technician,single,secondary,no,401,no,unknown,69,2,-1,0,unknown,0
56,retired,divorced,secondary,no,212,no,telephone,27,1,-1,0,unknown,0
25,management,married,unknown,no,448,no,cellular,151,1,297,1,success,1
33,management,single,tertiary,no,6807,no,cellular,512,2,184,1,success,1
31,technician,single,secondary,no,218,no,cellular,267,4,-1,0,unknown,0
41,unknown,single,unknown,no,942,no,cellular,143,1,188,1,success,1
57,management,married,tertiary,no,1636,no,cellular,123,1,-1,0,unknown,0
37,blue-collar,married,primary,no,153,no,cellular,15,26,-1,0,unknown,0
51,management,married,tertiary,no,-15,no,cellular,212,2,-1,0,unknown,0
28,admin.,single,secondary,no,2,no,cellular,60,1,-1,0,unknown,0
77,retired,married,unknown,no,992,no,cellular,147,2,182,2,failure,0
33,services,divorced,secondary,no,44,no,cellular,529,1,-1,0,unknown,1
54,retired,divorced,tertiary,no,3076,no,cellular,367,2,-1,0,unknown,1
39,blue-collar,married,primary,no,1551,no,unknown,264,16,-1,0,unknown,0
38,services,single,secondary,no,1076,no,unknown,69,6,-1,0,unknown,0
36,technician,single,tertiary,no,53,no,cellular,64,7,-1,0,unknown,0
55,services,divorced,secondary,no,0,no,cellular,262,6,193,4,success,1
31,services,single,secondary,no,211,no,cellular,226,2,-1,0,unknown,0
60,blue-collar,married,primary,no,11,no,telephone,15,10,-1,0,unknown,0
50,housemaid,married,secondary,no,195,no,cellular,168,2,-1,0,unknown,0
39,self-employed,single,tertiary,no,426,no,unknown,1029,1,-1,0,unknown,1
52,blue-collar,married,secondary,no,1405,no,cellular,753,2,-1,0,unknown,1
36,management,married,tertiary,no,369,no,cellular,75,2,-1,0,unknown,0
34,admin.,single,secondary,no,1,no,unknown,247,1,-1,0,unknown,0
31,services,married,secondary,yes,29,no,cellular,240,3,-1,0,unknown,0
58,blue-collar,married,secondary,no,1894,no,cellular,153,6,-1,0,unknown,0
40,retired,married,secondary,no,263,no,unknown,761,3,-1,0,unknown,0
53,blue-collar,divorced,primary,no,559,no,telephone,16,5,-1,0,unknown,0
28,admin.,single,secondary,no,775,no,cellular,603,2,-1,0,unknown,0
52,management,single,tertiary,no,824,no,cellular,466,1,354,2,failure,0
30,technician,single,secondary,no,710,no,cellular,306,8,-1,0,unknown,0
83,retired,married,primary,no,425,no,telephone,883,1,140,1,failure,1
52,management,married,secondary,no,3258,no,unknown,234,3,-1,0,unknown,0
19,student,single,primary,no,103,no,cellular,177,2,95,4,failure,0
44,technician,married,secondary,no,65,no,telephone,53,11,-1,0,unknown,0
51,technician,divorced,tertiary,no,4143,no,cellular,171,1,-1,0,unknown,0
47,services,married,unknown,no,11,no,cellular,455,4,-1,0,unknown,0
39,services,married,secondary,no,3294,no,cellular,116,1,-1,0,unknown,0
29,technician,married,secondary,no,0,no,unknown,33,2,-1,0,unknown,0
34,management,divorced,tertiary,no,140,no,cellular,80,4,-1,0,unknown,0
49,management,single,tertiary,no,5689,no,cellular,470,1,97,3,failure,1
30,admin.,married,secondary,no,4,no,unknown,172,8,-1,0,unknown,0
26,student,single,secondary,no,696,no,unknown,22,1,-1,0,unknown,0
31,self-employed,single,tertiary,no,1788,no,cellular,212,15,-1,0,unknown,0
36,unemployed,single,tertiary,no,1291,no,cellular,298,1,-1,0,unknown,1
31,management,single,tertiary,no,12569,no,cellular,344,1,295,1,failure,1
37,technician,married,secondary,no,703,no,cellular,92,2,-1,0,unknown,0
28,blue-collar,single,primary,no,442,no,cellular,157,2,-1,0,unknown,0
47,admin.,married,secondary,no,6703,no,cellular,252,3,-1,0,unknown,0
45,blue-collar,single,secondary,yes,0,no,cellular,154,2,-1,0,unknown,0
37,management,married,tertiary,no,675,no,cellular,49,13,-1,0,unknown,0
45,blue-collar,married,secondary,no,28,no,cellular,215,1,222,1,other,0
26,technician,single,tertiary,no,1066,no,cellular,112,1,50,1,success,0
27,services,single,secondary,no,167,no,cellular,606,2,-1,0,unknown,0
47,management,married,tertiary,no,2351,no,cellular,163,2,84,1,success,1
46,self-employed,married,primary,no,3262,no,cellular,77,8,-1,0,unknown,0
53,services,married,secondary,no,579,no,unknown,1224,7,-1,0,unknown,0
54,technician,married,tertiary,no,98,no,cellular,420,4,-1,0,unknown,0
44,blue-collar,married,primary,no,1139,no,cellular,155,2,-1,0,unknown,0
38,management,married,tertiary,no,238,no,cellular,139,1,92,3,failure,1
35,management,married,tertiary,no,569,no,cellular,121,3,-1,0,unknown,0
59,management,divorced,secondary,no,0,no,cellular,125,2,-1,0,unknown,0
37,admin.,single,secondary,no,0,no,cellular,232,2,-1,0,unknown,0
30,unemployed,single,tertiary,no,306,no,cellular,90,6,256,14,failure,0
31,management,single,tertiary,no,30,no,cellular,161,2,-1,0,unknown,0
36,services,married,secondary,no,5024,no,unknown,139,1,-1,0,unknown,0
44,management,married,tertiary,no,1034,no,cellular,73,1,-1,0,unknown,0
43,management,married,tertiary,no,6,no,cellular,324,2,-1,0,unknown,0
32,admin.,single,secondary,no,1,no,cellular,75,1,208,1,failure,0
70,technician,married,secondary,no,3020,no,telephone,358,2,186,1,failure,0
46,management,divorced,tertiary,no,4629,no,cellular,446,1,-1,0,unknown,0
66,retired,married,secondary,no,995,no,cellular,131,2,-1,0,unknown,1
30,management,single,secondary,no,1913,no,cellular,250,2,-1,0,unknown,0
38,blue-collar,married,secondary,no,2342,no,unknown,136,2,-1,0,unknown,0
40,retired,single,secondary,no,1400,no,unknown,20,7,-1,0,unknown,0
42,technician,married,secondary,no,738,no,unknown,20,3,-1,0,unknown,0
58,services,married,secondary,no,74,no,cellular,105,2,-1,0,unknown,0
52,blue-collar,married,secondary,no,5275,no,cellular,1029,3,-1,0,unknown,0
28,management,single,tertiary,no,187,no,cellular,295,1,-1,0,unknown,1
29,admin.,married,tertiary,no,332,no,cellular,179,1,-1,0,unknown,1
46,unknown,married,unknown,no,613,no,unknown,51,1,-1,0,unknown,0
45,management,married,tertiary,no,0,no,cellular,112,3,-1,0,unknown,0
42,self-employed,married,secondary,no,5564,no,cellular,560,2,-1,0,unknown,0
80,retired,married,primary,no,1548,no,cellular,331,2,-1,0,unknown,0
31,services,married,secondary,no,203,no,cellular,359,1,-1,0,unknown,0
57,retired,divorced,primary,no,606,no,cellular,227,2,-1,0,unknown,0
67,retired,married,tertiary,no,2812,no,cellular,190,1,-1,0,unknown,0
34,management,single,tertiary,no,1190,no,cellular,18,7,-1,0,unknown,0
36,entrepreneur,married,tertiary,no,0,no,unknown,87,3,-1,0,unknown,0
45,housemaid,married,secondary,no,513,no,unknown,126,3,-1,0,unknown,0
60,retired,married,tertiary,no,614,no,cellular,50,3,-1,0,unknown,0
35,student,divorced,tertiary,no,100,no,cellular,50,1,-1,0,unknown,0
58,blue-collar,married,primary,no,853,no,cellular,317,3,-1,0,unknown,0
46,services,married,secondary,no,2215,no,unknown,222,2,-1,0,unknown,0
30,management,married,tertiary,no,359,no,cellular,117,2,-1,0,unknown,0
46,entrepreneur,married,tertiary,no,120,no,unknown,171,4,-1,0,unknown,0
50,management,married,tertiary,no,1612,no,cellular,188,1,92,4,success,0
48,services,divorced,secondary,no,297,no,cellular,121,4,-1,0,unknown,0
34,housemaid,married,primary,no,326,no,cellular,17,7,-1,0,unknown,0
59,management,married,tertiary,no,3421,no,cellular,121,5,-1,0,unknown,0
63,retired,married,secondary,no,1612,no,telephone,233,2,-1,0,unknown,1
33,management,single,tertiary,no,87,no,cellular,978,1,-1,0,unknown,1
53,management,divorced,tertiary,no,3370,no,cellular,180,1,334,3,other,0
47,blue-collar,married,primary,no,0,no,cellular,185,4,-1,0,unknown,0
53,services,married,unknown,no,2009,no,cellular,250,1,-1,0,unknown,0
53,blue-collar,married,primary,no,5603,no,cellular,2372,6,-1,0,unknown,1
45,admin.,married,secondary,no,0,no,cellular,73,2,-1,0,unknown,0
26,technician,single,tertiary,no,172,no,telephone,21,1,140,4,other,0
40,services,married,secondary,no,884,no,cellular,166,4,-1,0,unknown,0
34,self-employed,married,tertiary,no,0,no,cellular,730,11,-1,0,unknown,1
58,retired,married,secondary,no,188,no,cellular,141,2,-1,0,unknown,0
75,retired,divorced,primary,no,46,no,cellular,294,1,-1,0,unknown,0
36,unemployed,single,primary,no,4148,no,cellular,193,3,-1,0,unknown,0
45,management,single,tertiary,no,1088,no,unknown,132,1,-1,0,unknown,0
56,blue-collar,married,primary,no,288,no,unknown,548,3,-1,0,unknown,0
41,management,divorced,tertiary,no,3355,no,cellular,181,2,500,1,failure,0
32,blue-collar,married,secondary,no,456,no,cellular,121,1,-1,0,unknown,0
36,management,married,tertiary,no,6153,no,telephone,240,3,-1,0,unknown,0
31,technician,single,secondary,no,798,no,telephone,66,10,-1,0,unknown,0
35,technician,single,secondary,no,24,no,cellular,392,1,-1,0,unknown,0
34,services,divorced,secondary,no,107,no,cellular,110,2,-1,0,unknown,0
33,management,married,tertiary,no,1148,no,cellular,299,1,-1,0,unknown,0
39,technician,single,tertiary,no,393,no,cellular,325,1,94,1,success,1
46,blue-collar,married,primary,no,-169,no,unknown,336,3,-1,0,unknown,0
35,technician,single,secondary,no,2,no,cellular,239,4,-1,0,unknown,0
43,unknown,married,tertiary,no,1937,no,unknown,385,1,-1,0,unknown,0
32,management,single,tertiary,no,20,no,cellular,1151,2,-1,0,unknown,1
54,blue-collar,married,primary,no,4608,no,telephone,352,3,-1,0,unknown,0
44,housemaid,married,primary,no,-156,no,cellular,1211,2,-1,0,unknown,1
62,housemaid,married,secondary,no,565,no,cellular,123,3,-1,0,unknown,0
22,student,single,secondary,no,107,no,cellular,125,1,-1,0,unknown,1
38,management,married,secondary,no,844,no,cellular,12,7,-1,0,unknown,0
56,management,divorced,tertiary,no,66,no,cellular,72,4,-1,0,unknown,0
61,retired,married,secondary,no,89,no,cellular,477,2,92,3,failure,0
51,self-employed,married,secondary,no,1178,no,cellular,530,2,-1,0,unknown,0
49,management,married,tertiary,no,5969,no,cellular,258,2,-1,0,unknown,0
38,unemployed,married,tertiary,no,9881,no,cellular,497,2,-1,0,unknown,0
30,management,single,tertiary,no,0,no,cellular,240,1,-1,0,unknown,0
47,blue-collar,married,primary,no,0,no,cellular,71,4,-1,0,unknown,0
48,technician,married,secondary,no,23495,no,cellular,63,8,-1,0,unknown,0
36,entrepreneur,divorced,tertiary,no,3407,no,cellular,993,4,85,4,success,1
47,technician,married,secondary,no,3519,no,telephone,152,1,-1,0,unknown,0
32,management,single,tertiary,no,631,no,cellular,145,5,-1,0,unknown,0
55,management,married,secondary,no,51,no,cellular,102,1,-1,0,unknown,0
46,management,single,tertiary,no,653,no,cellular,104,1,-1,0,unknown,0
43,management,married,tertiary,no,14355,no,cellular,52,2,-1,0,unknown,0
59,technician,married,secondary,no,478,no,cellular,108,5,-1,0,unknown,0
39,management,single,secondary,no,-490,no,cellular,141,2,-1,0,unknown,0
32,blue-collar,single,secondary,no,1029,no,cellular,175,4,-1,0,unknown,0
48,blue-collar,married,secondary,no,205,no,cellular,239,2,-1,0,unknown,0
46,technician,married,secondary,no,488,no,unknown,92,1,-1,0,unknown,0
34,services,divorced,secondary,no,44,no,unknown,118,1,-1,0,unknown,0
70,retired,divorced,secondary,no,6850,no,telephone,228,1,182,4,failure,0
35,blue-collar,divorced,primary,no,0,no,unknown,55,1,-1,0,unknown,0
39,technician,married,secondary,no,1048,no,cellular,405,1,-1,0,unknown,0
38,housemaid,divorced,secondary,no,70,no,cellular,255,3,148,1,success,1
45,student,single,unknown,no,1527,no,cellular,132,1,-1,0,unknown,1
34,admin.,single,secondary,yes,7,no,unknown,285,2,-1,0,unknown,0
47,services,married,secondary,no,756,no,cellular,154,4,-1,0,unknown,0
49,services,divorced,secondary,no,933,no,cellular,92,33,-1,0,unknown,0
45,management,divorced,tertiary,no,347,no,cellular,53,1,-1,0,unknown,0
47,management,married,tertiary,no,1890,no,cellular,161,1,-1,0,unknown,0
59,retired,married,secondary,no,997,no,cellular,250,4,-1,0,unknown,0
37,services,married,secondary,no,2132,no,unknown,232,1,-1,0,unknown,0
31,blue-collar,married,primary,no,242,no,cellular,24,1,-1,0,unknown,0
57,management,divorced,tertiary,no,2549,no,cellular,456,3,197,2,failure,0
56,services,divorced,primary,no,588,no,cellular,303,2,-1,0,unknown,0
41,technician,married,secondary,no,261,no,unknown,222,1,-1,0,unknown,0
72,admin.,married,primary,no,2321,no,cellular,200,6,122,6,other,0
55,housemaid,divorced,unknown,no,603,no,telephone,91,2,-1,0,unknown,0
55,services,married,secondary,no,477,no,unknown,170,1,-1,0,unknown,0
31,management,single,tertiary,no,498,no,cellular,182,2,-1,0,unknown,0
48,services,married,secondary,no,533,no,unknown,63,1,-1,0,unknown,0
43,self-employed,married,primary,no,9304,no,cellular,362,4,-1,0,unknown,0
52,services,divorced,secondary,no,0,no,cellular,530,3,-1,0,unknown,0
33,management,single,tertiary,no,605,no,cellular,452,3,-1,0,unknown,0
45,blue-collar,divorced,primary,no,942,no,cellular,362,1,-1,0,unknown,0
56,admin.,married,secondary,no,370,no,cellular,128,12,-1,0,unknown,0
43,management,married,tertiary,no,0,no,cellular,127,3,-1,0,unknown,0
42,admin.,divorced,secondary,no,-67,no,cellular,137,2,-1,0,unknown,0
48,management,single,tertiary,no,940,no,unknown,216,3,-1,0,unknown,0
30,management,married,tertiary,no,1390,no,cellular,552,4,-1,0,unknown,0
39,entrepreneur,married,secondary,no,0,no,cellular,108,7,-1,0,unknown,0
28,student,single,secondary,no,970,no,cellular,137,1,96,1,failure,0
38,admin.,married,secondary,no,-295,no,cellular,356,3,-1,0,unknown,0
55,blue-collar,married,primary,no,761,no,unknown,67,1,-1,0,unknown,0
48,services,divorced,secondary,no,105,no,cellular,111,2,-1,0,unknown,0
52,services,married,secondary,no,145,no,cellular,205,4,-1,0,unknown,0
50,entrepreneur,married,tertiary,no,6825,no,cellular,24,9,-1,0,unknown,0
77,retired,divorced,primary,no,2693,no,cellular,83,2,94,12,other,0
31,admin.,married,secondary,yes,-51,no,cellular,173,2,-1,0,unknown,0
46,services,married,secondary,no,2420,no,cellular,405,2,-1,0,unknown,0
40,unemployed,single,tertiary,no,7968,no,cellular,596,1,-1,0,unknown,1
33,housemaid,married,secondary,no,230,no,cellular,264,2,-1,0,unknown,0
30,technician,single,secondary,no,160,no,cellular,90,2,-1,0,unknown,0
55,blue-collar,married,primary,no,-79,no,unknown,293,3,-1,0,unknown,0
49,unemployed,married,tertiary,no,377,no,cellular,158,1,59,2,failure,0
42,blue-collar,single,primary,no,92,no,cellular,86,2,-1,0,unknown,0
53,services,married,secondary,no,6170,no,cellular,838,4,-1,0,unknown,1
41,technician,married,secondary,no,0,no,cellular,107,1,-1,0,unknown,0
38,management,single,tertiary,no,5244,no,cellular,310,4,-1,0,unknown,0
33,management,single,tertiary,no,1097,no,cellular,308,4,-1,0,unknown,0
60,services,married,secondary,no,4428,no,cellular,382,1,97,5,other,0
38,management,married,tertiary,no,46,no,cellular,70,4,-1,0,unknown,0
57,blue-collar,married,secondary,no,2887,no,cellular,819,10,-1,0,unknown,1
37,management,single,secondary,no,793,no,cellular,130,1,-1,0,unknown,0
31,services,married,secondary,no,1004,no,cellular,96,6,-1,0,unknown,0
34,management,married,tertiary,yes,38,no,cellular,52,11,-1,0,unknown,0
38,management,single,tertiary,no,1819,no,cellular,101,3,-1,0,unknown,0
34,services,divorced,secondary,no,1281,no,cellular,237,1,-1,0,unknown,0
35,management,single,tertiary,no,0,no,cellular,370,4,-1,0,unknown,0
61,retired,married,tertiary,no,1257,no,cellular,503,1,-1,0,unknown,1
44,admin.,divorced,secondary,no,611,no,cellular,6,10,-1,0,unknown,0
18,student,single,secondary,no,5,no,cellular,143,2,-1,0,unknown,0
31,management,single,tertiary,no,288,no,cellular,364,1,-1,0,unknown,0
46,blue-collar,married,secondary,no,123,no,cellular,381,3,-1,0,unknown,0
48,blue-collar,married,primary,no,1670,no,unknown,145,1,-1,0,unknown,0
45,management,single,secondary,no,5993,no,cellular,116,1,-1,0,unknown,0
31,blue-collar,divorced,secondary,no,-306,no,unknown,137,2,-1,0,unknown,0
33,services,married,secondary,no,386,no,cellular,317,1,181,5,success,1
41,self-employed,married,secondary,no,1,no,cellular,55,4,-1,0,unknown,0
33,technician,married,tertiary,no,-258,no,cellular,362,1,-1,0,unknown,0
19,student,single,secondary,no,1803,no,cellular,59,1,-1,0,unknown,0
56,blue-collar,married,secondary,no,0,no,cellular,390,2,-1,0,unknown,0
40,management,divorced,tertiary,no,858,no,cellular,202,2,-1,0,unknown,1
56,management,divorced,tertiary,no,3287,no,cellular,497,1,-1,0,unknown,1
36,technician,single,secondary,no,2419,no,cellular,29,3,-1,0,unknown,0
39,management,single,tertiary,no,416,no,cellular,56,4,-1,0,unknown,0
39,unemployed,divorced,secondary,no,6322,no,unknown,184,1,-1,0,unknown,0
51,retired,married,secondary,no,0,no,cellular,131,4,-1,0,unknown,0
35,management,single,tertiary,no,995,no,cellular,39,1,-1,0,unknown,0
52,management,married,tertiary,no,388,no,cellular,272,1,-1,0,unknown,1
75,retired,divorced,primary,no,18,no,cellular,222,4,-1,0,unknown,0
28,management,single,tertiary,no,781,no,cellular,125,6,-1,0,unknown,0
40,unemployed,divorced,secondary,no,388,no,cellular,95,1,-1,0,unknown,0
57,services,married,secondary,no,504,no,cellular,177,2,-1,0,unknown,0
55,retired,married,secondary,no,-180,no,unknown,307,2,-1,0,unknown,0
28,self-employed,married,secondary,no,123,no,telephone,313,1,-1,0,unknown,1
48,management,married,primary,no,1513,no,cellular,166,2,-1,0,unknown,0
53,housemaid,single,primary,no,1238,no,unknown,23,3,-1,0,unknown,0
34,management,married,tertiary,no,828,no,cellular,1080,3,-1,0,unknown,1
51,housemaid,married,secondary,no,260,no,cellular,316,5,-1,0,unknown,0
22,self-employed,single,secondary,no,2138,no,cellular,164,1,109,2,other,1
50,management,married,tertiary,no,2635,no,cellular,303,2,-1,0,unknown,0
33,management,single,tertiary,no,9317,no,cellular,267,1,205,3,failure,0
48,admin.,married,tertiary,no,1015,no,telephone,100,3,-1,0,unknown,0
58,admin.,married,secondary,no,2747,no,cellular,907,2,-1,0,unknown,0
68,retired,married,secondary,no,1146,no,cellular,153,2,110,3,success,1
36,admin.,divorced,secondary,no,11,no,cellular,97,2,-1,0,unknown,0
31,admin.,married,secondary,no,734,no,cellular,195,9,-1,0,unknown,0
51,management,married,tertiary,no,-321,no,cellular,470,2,9,2,other,0
34,management,single,tertiary,no,3035,no,cellular,1166,1,-1,0,unknown,0
33,technician,single,tertiary,no,696,no,cellular,193,1,176,8,failure,0
32,admin.,married,secondary,no,0,no,cellular,119,3,-1,0,unknown,0
48,technician,married,secondary,no,10655,no,telephone,5,3,-1,0,unknown,0
76,retired,married,primary,no,163,no,telephone,120,1,-1,0,unknown,0
55,management,single,tertiary,no,-350,no,telephone,87,4,6,1,other,0
32,management,married,tertiary,no,0,no,unknown,280,1,-1,0,unknown,0
30,admin.,married,secondary,no,1165,no,cellular,205,1,35,2,failure,0
26,self-employed,single,tertiary,no,50,no,cellular,160,4,-1,0,unknown,0
30,management,single,tertiary,no,-58,no,cellular,15,18,-1,0,unknown,0
66,retired,married,primary,no,8,no,cellular,56,2,-1,0,unknown,0
34,blue-collar,single,secondary,no,215,no,cellular,329,1,94,3,success,0
31,entrepreneur,divorced,tertiary,no,2,no,cellular,53,1,-1,0,unknown,0
42,technician,married,secondary,no,6250,no,unknown,107,3,-1,0,unknown,0
57,unemployed,divorced,secondary,no,1088,no,cellular,1697,1,-1,0,unknown,0
63,retired,married,secondary,no,18016,no,cellular,371,1,-1,0,unknown,1
32,admin.,married,secondary,no,337,no,cellular,51,3,368,1,failure,0
47,blue-collar,married,primary,no,3440,no,cellular,88,10,-1,0,unknown,0
59,management,married,tertiary,no,3342,no,cellular,467,2,188,6,other,1
54,technician,divorced,secondary,no,320,no,cellular,254,4,-1,0,unknown,0
45,self-employed,single,primary,no,112,no,unknown,298,4,-1,0,unknown,0
40,blue-collar,married,primary,no,0,no,unknown,618,4,-1,0,unknown,0
34,housemaid,single,secondary,no,1363,no,telephone,258,1,93,1,failure,0
56,entrepreneur,divorced,tertiary,no,22946,no,unknown,75,3,-1,0,unknown,0
37,technician,married,secondary,no,3043,no,cellular,123,4,-1,0,unknown,0
41,technician,married,secondary,no,-147,no,unknown,130,1,-1,0,unknown,0
44,technician,married,secondary,no,1901,no,cellular,165,2,-1,0,unknown,0
37,entrepreneur,married,tertiary,no,41,no,cellular,388,3,-1,0,unknown,0
24,admin.,single,tertiary,no,106,no,cellular,77,1,-1,0,unknown,0
37,management,married,tertiary,no,0,no,cellular,268,2,182,3,success,1
33,blue-collar,divorced,secondary,no,60,no,unknown,190,3,-1,0,unknown,0
71,retired,married,primary,no,3230,no,cellular,341,2,133,3,failure,1
70,retired,married,secondary,no,1310,no,cellular,634,1,-1,0,unknown,0
32,technician,single,secondary,no,0,no,cellular,114,2,-1,0,unknown,0
55,admin.,married,secondary,no,8304,no,cellular,193,1,92,1,success,1
36,unemployed,married,secondary,no,356,no,cellular,361,1,-1,0,unknown,0
34,admin.,single,tertiary,no,625,no,unknown,34,1,-1,0,unknown,1
27,management,single,tertiary,no,1377,no,unknown,6,1,-1,0,unknown,0
76,retired,divorced,primary,no,2693,no,cellular,109,5,184,2,success,0
52,management,divorced,tertiary,no,147,no,cellular,90,4,-1,0,unknown,0
31,management,married,secondary,no,2294,no,cellular,483,2,-1,0,unknown,0
42,self-employed,married,tertiary,no,0,no,cellular,35,13,-1,0,unknown,0
57,management,married,primary,no,6900,no,cellular,255,4,185,2,failure,1
54,technician,married,unknown,no,2564,no,unknown,134,1,-1,0,unknown,0
56,housemaid,divorced,secondary,no,256,no,cellular,220,5,117,2,other,0
45,management,married,tertiary,no,0,no,cellular,71,2,-1,0,unknown,0
47,management,single,tertiary,no,1187,no,cellular,1739,7,-1,0,unknown,0
36,management,married,tertiary,no,-26,no,cellular,214,2,-1,0,unknown,0
48,blue-collar,married,unknown,no,459,no,cellular,134,1,8,1,other,0
50,management,married,secondary,no,1457,no,cellular,167,1,-1,0,unknown,0
56,retired,married,primary,no,0,no,unknown,188,2,-1,0,unknown,0
35,entrepreneur,single,tertiary,yes,793,no,cellular,163,1,-1,0,unknown,0
21,student,single,secondary,no,1746,no,cellular,487,2,-1,0,unknown,0
43,management,married,primary,no,98,no,unknown,185,4,-1,0,unknown,0
34,blue-collar,married,secondary,no,315,no,cellular,76,4,89,3,success,0
39,technician,married,secondary,no,603,no,cellular,214,1,-1,0,unknown,1
28,technician,single,secondary,no,2000,no,telephone,226,2,-1,0,unknown,0
27,student,single,tertiary,no,32,no,cellular,239,1,-1,0,unknown,0
48,unemployed,divorced,primary,no,840,no,cellular,196,1,-1,0,unknown,0
49,technician,married,secondary,no,412,no,cellular,1293,8,-1,0,unknown,1
33,technician,married,secondary,no,763,no,cellular,182,8,-1,0,unknown,0
52,management,married,tertiary,no,4358,no,telephone,30,7,-1,0,unknown,0
47,technician,married,tertiary,no,0,no,cellular,120,1,-1,0,unknown,0
40,admin.,married,secondary,no,0,no,cellular,496,2,182,11,success,1
31,technician,married,tertiary,no,3382,no,cellular,739,1,-1,0,unknown,1
43,management,married,tertiary,no,41630,no,cellular,68,4,-1,0,unknown,0
59,technician,married,secondary,no,259,no,cellular,224,1,-1,0,unknown,1
30,technician,single,secondary,yes,1,no,cellular,407,4,-1,0,unknown,0
30,unemployed,single,secondary,no,79,no,cellular,528,2,196,1,failure,0
54,retired,divorced,primary,no,52,no,unknown,184,3,-1,0,unknown,0
34,technician,married,tertiary,no,127,no,cellular,117,1,-1,0,unknown,1
34,unemployed,single,secondary,no,0,no,cellular,63,2,-1,0,unknown,0
53,unknown,married,unknown,no,13,no,telephone,69,1,-1,0,unknown,0
38,housemaid,married,primary,no,3918,no,cellular,101,3,-1,0,unknown,0
48,unknown,single,unknown,no,1819,no,cellular,1440,1,458,1,failure,1
79,retired,married,secondary,no,909,no,cellular,114,1,95,1,other,0
51,retired,married,secondary,no,-14,no,cellular,564,5,-1,0,unknown,0
79,retired,married,secondary,no,8304,no,cellular,456,2,275,9,success,1
31,admin.,single,secondary,no,2076,no,cellular,178,1,127,7,other,0
45,admin.,married,secondary,no,476,no,cellular,356,1,364,1,other,1
50,retired,married,primary,no,1098,no,unknown,168,1,-1,0,unknown,0
50,management,married,tertiary,no,3296,no,unknown,255,2,-1,0,unknown,0
39,admin.,married,secondary,no,168,no,cellular,96,1,-1,0,unknown,0
47,blue-collar,married,primary,no,570,no,cellular,864,3,-1,0,unknown,0
45,blue-collar,married,unknown,no,13265,no,cellular,113,2,-1,0,unknown,0
59,retired,married,primary,no,3648,no,telephone,1321,3,-1,0,unknown,1
43,management,married,secondary,no,17555,no,cellular,14,14,-1,0,unknown,0
50,management,married,tertiary,no,5794,no,cellular,625,1,-1,0,unknown,0
34,blue-collar,single,secondary,no,1759,no,cellular,695,1,-1,0,unknown,1
32,admin.,single,secondary,no,344,no,cellular,530,2,-1,0,unknown,1
33,technician,married,tertiary,no,74,no,cellular,116,4,-1,0,unknown,0
45,management,married,secondary,no,446,no,cellular,304,3,-1,0,unknown,1
43,blue-collar,married,primary,no,232,no,cellular,45,1,-1,0,unknown,0
60,retired,married,tertiary,no,486,no,cellular,139,4,-1,0,unknown,0
52,management,married,tertiary,no,4173,no,cellular,159,2,-1,0,unknown,0
47,technician,divorced,secondary,no,1013,no,cellular,54,3,-1,0,unknown,0
52,management,married,tertiary,no,2578,no,cellular,412,1,-1,0,unknown,0
32,student,single,tertiary,no,0,no,cellular,233,3,276,2,failure,1
54,management,married,tertiary,no,1464,no,cellular,157,1,-1,0,unknown,1
43,management,married,tertiary,no,21510,no,cellular,248,2,-1,0,unknown,0
31,management,married,tertiary,no,6138,no,cellular,241,5,-1,0,unknown,0
56,services,married,secondary,no,654,no,cellular,875,1,-1,0,unknown,1
59,blue-collar,married,secondary,no,0,no,unknown,135,1,-1,0,unknown,0
33,management,single,secondary,no,1473,no,telephone,43,1,-1,0,unknown,0
56,management,divorced,tertiary,no,982,no,unknown,152,1,-1,0,unknown,0
48,blue-collar,married,secondary,no,4259,no,cellular,84,7,-1,0,unknown,0
