GameDate,AwayTeam,HomeTeam,qtr,min,sec,kickteam,def,down,togo,kicker,ydline,name,distance,homekick,kickdiff,timerem,offscore,defscore,season,GOOD,Missed,Blocked
20081221,SD,TB,2,30,4,SD,TB,1,10,32,39,N.Kaeding,57,0,7,1804,17,10,2008,1,0,0
20081019,TEN,KC,2,42,2,KC,TEN,4,1,17,21,N.Novak,39,1,-10,2522,0,10,2008,0,1,0
20080928,DEN,KC,2,43,9,KC,DEN,4,14,17,30,N.Novak,48,1,6,2589,6,0,2008,0,1,0
20081019,TEN,KC,2,30,8,KC,TEN,3,10,17,32,N.Novak,50,1,-17,1808,0,17,2008,0,1,0
20080907,KC,NE,2,30,22,KC,NE,4,8,17,22,N.Novak,40,0,-7,1822,0,7,2008,1,0,0
20081123,NYG,ARI,2,33,52,ARI,NYG,4,2,1,2,N.Rackers,20,1,-1,2032,9,10,2008,1,0,0
20081207,STL,ARI,2,31,3,ARI,STL,4,2,1,4,N.Rackers,22,1,10,1863,17,7,2008,1,0,0
20081110,SF,ARI,2,34,45,ARI,SF,4,4,1,15,N.Rackers,33,1,-4,2085,10,14,2008,1,0,0
20081207,STL,ARI,2,37,5,ARI,STL,4,2,1,26,N.Rackers,44,1,7,2225,14,7,2008,1,0,0
20080914,MIA,ARI,2,38,51,ARI,MIA,4,9,1,27,N.Rackers,45,1,14,2331,14,0,2008,1,0,0
20081005,BUF,ARI,2,30,5,ARI,BUF,3,5,1,29,N.Rackers,47,1,7,1805,21,14,2008,1,0,0
20090118,PHI,ARI,2,30,3,ARI,PHI,4,4,1,31,N.Rackers,49,1,15,1803,21,6,2008,1,0,0
20081123,NYG,ARI,2,30,11,ARI,NYG,,,1,86,N.Rackers,68,1,-5,1811,12,17,2008,0,1,0
20090110,ARI,CAR,2,35,32,ARI,CAR,4,1,1,13,N.Rackers,30,0,10,2132,17,7,2008,1,0,0
20090110,ARI,CAR,2,40,21,ARI,CAR,4,4,1,31,N.Rackers,49,0,7,2421,14,7,2008,1,0,0
20090110,ARI,CAR,2,30,3,ARI,CAR,1,10,1,36,N.Rackers,53,0,20,1803,27,7,2008,0,1,0
20081116,ARI,SEA,2,34,38,ARI,SEA,4,14,1,30,N.Rackers,48,0,10,2078,10,0,2008,1,0,0
20081116,ARI,SEA,2,30,5,ARI,SEA,3,2,1,36,N.Rackers,54,0,6,1805,13,7,2008,1,0,0
20081102,ARI,STL,2,38,13,ARI,STL,4,5,1,18,N.Rackers,36,0,-7,2293,0,7,2008,1,0,0
20081228,SEA,ARI,2,37,14,SEA,ARI,4,5,33,23,O.Mare,42,0,7,2234,7,0,2008,0,1,0
20081127,SEA,DAL,2,31,35,SEA,DAL,4,19,33,20,O.Mare,38,0,-21,1895,3,24,2008,1,0,0
20081005,SEA,NYG,2,30,7,SEA,NYG,1,10,33,11,O.Mare,29,0,-24,1807,3,27,2008,1,0,0
20080914,SF,SEA,2,30,2,SEA,SF,4,1,33,19,O.Mare,38,1,4,1802,17,13,2008,1,0,0
20080921,STL,SEA,2,30,8,SEA,STL,1,10,33,20,O.Mare,38,1,18,1808,24,6,2008,1,0,0
20081012,GB,SEA,2,43,10,SEA,GB,4,12,33,32,O.Mare,50,1,-3,2590,0,3,2008,1,0,0
20080914,SF,SEA,2,32,54,SEA,SF,4,3,33,33,O.Mare,51,1,8,1974,14,6,2008,1,0,0
20080921,CLE,BAL,2,31,8,CLE,BAL,4,8,9,21,P.Dawson,38,0,0,1868,7,7,2008,1,0,0
20081102,BAL,CLE,2,35,53,CLE,BAL,4,1,9,6,P.Dawson,23,1,-10,2153,0,10,2008,1,0,0
20081106,DEN,CLE,2,42,48,CLE,DEN,4,6,9,7,P.Dawson,24,1,0,2568,7,7,2008,1,0,0
20081130,IND,CLE,2,37,36,CLE,IND,4,8,9,8,P.Dawson,25,1,0,2256,3,3,2008,1,0,0
20081123,HOU,CLE,2,38,3,CLE,HOU,4,6,9,14,P.Dawson,32,1,-10,2283,0,10,2008,1,0,0
20081123,HOU,CLE,2,32,24,CLE,HOU,4,6,9,15,P.Dawson,32,1,-7,1944,3,10,2008,1,0,0
20081106,DEN,CLE,2,31,14,CLE,DEN,4,2,9,35,P.Dawson,52,1,7,1874,17,10,2008,1,0,0
20081102,BAL,CLE,2,30,7,CLE,BAL,3,10,9,37,P.Dawson,54,1,-3,1807,10,13,2008,1,0,0
20081026,CLE,JAC,2,32,13,CLE,JAC,4,4,9,14,P.Dawson,32,0,7,1933,14,7,2008,1,0,0
20081005,TEN,BAL,2,38,0,TEN,BAL,4,10,37,17,R.Bironas,35,0,-3,2280,0,3,2008,1,0,0
20081109,TEN,CHI,2,30,2,TEN,CHI,2,8,37,31,R.Bironas,49,0,0,1802,7,7,2008,0,1,0
20081214,TEN,HOU,2,30,5,TEN,HOU,1,5,37,5,R.Bironas,23,0,-7,1805,3,10,2008,1,0,0
20081102,GB,TEN,2,44,11,TEN,GB,4,2,37,7,R.Bironas,25,1,3,2651,3,0,2008,1,0,0
20080928,MIN,TEN,2,40,23,TEN,MIN,4,7,37,15,R.Bironas,32,1,3,2423,10,7,2008,1,0,0
20081221,PIT,TEN,2,44,18,TEN,PIT,4,6,37,24,R.Bironas,42,1,0,2658,0,0,2008,1,0,0
20081027,IND,TEN,2,41,23,TEN,IND,4,3,37,25,R.Bironas,43,1,-1,2483,6,7,2008,0,1,0
20081123,NYJ,TEN,2,30,56,TEN,NYJ,4,11,37,25,R.Bironas,43,1,-10,1856,0,10,2008,1,0,0
20081027,IND,TEN,2,44,19,TEN,IND,4,6,37,26,R.Bironas,44,1,-4,2659,3,7,2008,1,0,0
20081012,CHI,ATL,2,34,7,CHI,ATL,4,5,7,18,R.Gould,36,0,-9,2047,0,9,2008,1,0,0
20080914,CHI,CAR,2,39,15,CHI,CAR,3,8,7,8,R.Gould,26,0,0,2355,0,0,2008,1,0,0
20081019,MIN,CHI,2,43,37,CHI,MIN,4,8,7,8,R.Gould,26,1,-6,2617,8,14,2008,1,0,0
20080921,TB,CHI,2,30,3,CHI,TB,4,2,7,10,R.Gould,28,1,-1,1803,6,7,2008,1,0,0
20081222,GB,CHI,2,34,10,CHI,GB,4,10,7,13,R.Gould,31,1,-7,2050,0,7,2008,1,0,0
20081207,JAC,CHI,2,32,50,CHI,JAC,4,6,7,18,R.Gould,36,1,7,1970,10,3,2008,1,0,0
20081102,DET,CHI,2,34,46,CHI,DET,4,3,7,23,R.Gould,41,1,-10,2086,10,20,2008,1,0,0
20081019,MIN,CHI,2,33,57,CHI,MIN,4,8,7,24,R.Gould,42,1,-6,2037,11,17,2008,1,0,1
20081019,MIN,CHI,2,30,5,CHI,MIN,2,1,7,31,R.Gould,48,1,-6,1805,18,24,2008,1,0,0
20081116,CHI,GB,2,42,16,CHI,GB,4,6,7,17,R.Gould,35,0,-7,2536,0,7,2008,1,0,0
20080907,CHI,IND,2,30,4,CHI,IND,2,7,7,7,R.Gould,25,0,4,1804,10,6,2008,1,0,0
20080907,CHI,IND,2,34,48,CHI,IND,4,2,7,23,R.Gould,41,0,1,2088,7,6,2008,1,0,0
20081123,CHI,STL,2,31,43,CHI,STL,4,6,7,25,R.Gould,43,0,18,1903,21,3,2008,1,0,0
20081130,SF,BUF,2,37,26,BUF,SF,4,2,5,2,R.Lindell,20,1,-7,2246,0,7,2008,0,1,0
20081117,CLE,BUF,2,30,3,BUF,CLE,4,6,5,8,R.Lindell,26,1,-6,1803,7,13,2008,1,0,0
20081019,SD,BUF,2,30,19,BUF,SD,4,4,5,9,R.Lindell,27,1,3,1819,10,7,2008,1,0,0
20080907,SEA,BUF,2,31,4,BUF,SEA,4,5,5,17,R.Lindell,35,1,7,1864,14,7,2008,1,0,0
20080907,SEA,BUF,2,30,5,BUF,SEA,1,10,5,20,R.Lindell,38,1,10,1805,17,7,2008,1,0,0
20081228,NE,BUF,2,41,27,BUF,NE,4,7,5,28,R.Lindell,47,1,-3,2487,0,3,2008,0,1,0
20081019,SD,BUF,2,40,58,BUF,SD,4,3,5,34,R.Lindell,52,1,-4,2458,3,7,2008,0,1,0
20081221,BUF,DEN,2,37,48,BUF,DEN,4,12,5,19,R.Lindell,37,0,-13,2268,0,13,2008,1,0,0
20080914,BUF,JAC,2,36,24,BUF,JAC,4,3,5,3,R.Lindell,21,0,4,2184,7,3,2008,1,0,0
20081123,BUF,KC,2,45,0,BUF,KC,4,3,5,3,R.Lindell,21,0,0,2700,7,7,2008,1,0,0
20081123,BUF,KC,2,31,36,BUF,KC,4,8,5,16,R.Lindell,34,0,3,1896,20,17,2008,1,0,0
20081123,BUF,KC,2,38,20,BUF,KC,4,3,5,21,R.Lindell,39,0,-4,2300,10,14,2008,1,0,0
20081026,BUF,MIA,2,38,24,BUF,MIA,4,16,5,25,R.Lindell,43,0,-4,2304,3,7,2008,1,0,0
20081026,BUF,MIA,2,30,2,BUF,MIA,4,4,5,29,R.Lindell,47,0,-1,1802,6,7,2008,1,0,0
20081109,BUF,NE,2,37,9,BUF,NE,4,7,5,7,R.Lindell,25,0,-10,2229,0,10,2008,1,0,0
20081019,MIN,CHI,2,39,15,MIN,CHI,4,15,20,24,R.Longwell,42,0,3,2355,14,11,2008,1,0,0
20081207,MIN,DET,2,34,59,MIN,DET,4,6,20,17,R.Longwell,35,0,-6,2099,0,6,2008,1,0,0
20080908,MIN,GB,2,43,40,MIN,GB,4,4,20,19,R.Longwell,37,0,0,2620,0,0,2008,1,0,0
20081130,CHI,MIN,2,42,46,MIN,CHI,4,5,20,5,R.Longwell,23,1,-7,2566,0,7,2008,1,0,0
20080921,CAR,MIN,2,31,51,MIN,CAR,4,6,20,9,R.Longwell,28,1,-10,1911,0,10,2008,1,0,0
20081228,NYG,MIN,2,45,0,MIN,NYG,4,4,20,30,R.Longwell,48,1,0,2700,0,0,2008,1,0,0
20080914,IND,MIN,2,30,5,MIN,IND,1,10,20,35,R.Longwell,53,1,6,1805,6,0,2008,1,0,0
20081109,GB,MIN,2,43,1,MIN,GB,4,14,20,36,R.Longwell,54,1,0,2581,7,7,2008,1,0,0
20081006,MIN,NO,2,30,8,MIN,NO,4,6,20,15,R.Longwell,33,0,7,1808,17,10,2008,1,0,0
20081116,MIN,TB,2,31,52,MIN,TB,4,5,20,20,R.Longwell,37,0,4,1912,10,6,2008,1,0,0
20080928,MIN,TEN,2,30,53,MIN,TEN,4,5,20,24,R.Longwell,42,0,-13,1853,7,20,2008,1,0,0
20080928,MIN,TEN,2,30,4,MIN,TEN,1,10,20,30,R.Longwell,48,0,-10,1804,10,20,2008,0,1,0
20081228,NE,BUF,2,34,21,NE,BUF,4,4,21,8,S.Gostkowski,26,0,3,2061,3,0,2008,0,1,0
20081102,NE,IND,2,40,24,NE,IND,4,5,21,11,S.Gostkowski,29,0,-7,2424,0,7,2008,1,0,0
20081102,NE,IND,2,31,31,NE,IND,4,7,21,17,S.Gostkowski,35,0,-4,1891,3,7,2008,1,0,0
20081130,PIT,NE,2,30,21,NE,PIT,4,9,21,9,S.Gostkowski,27,1,0,1821,10,10,2008,0,1,0
20081026,STL,NE,2,30,1,NE,STL,3,3,21,9,S.Gostkowski,27,1,0,1801,10,10,2008,1,0,0
20081130,PIT,NE,2,36,52,NE,PIT,4,2,21,11,S.Gostkowski,29,1,4,2212,7,3,2008,1,0,0
20081026,STL,NE,2,31,53,NE,STL,4,8,21,12,S.Gostkowski,30,1,-3,1913,7,10,2008,1,0,0
20081113,NYJ,NE,2,39,48,NE,NYJ,4,10,21,13,S.Gostkowski,31,1,-7,2388,3,10,2008,1,0,0
20081109,BUF,NE,2,43,29,NE,BUF,4,9,21,14,S.Gostkowski,32,1,7,2609,7,0,2008,1,0,0
20080921,MIA,NE,2,41,36,NE,MIA,4,4,21,19,S.Gostkowski,37,1,-7,2496,0,7,2008,1,0,0
20081221,ARI,NE,2,30,7,NE,ARI,3,10,21,20,S.Gostkowski,38,1,28,1807,28,0,2008,1,0,0
20080921,MIA,NE,2,34,58,NE,MIA,4,8,21,26,S.Gostkowski,44,1,-11,2098,3,14,2008,1,0,0
20081109,BUF,NE,2,32,24,NE,BUF,4,10,21,31,S.Gostkowski,49,1,7,1944,10,3,2008,0,1,0
20080914,NE,NYJ,2,43,21,NE,NYJ,4,8,21,19,S.Gostkowski,37,0,3,2601,3,0,2008,1,0,0
20081012,NE,SD,2,37,18,NE,SD,4,8,21,29,S.Gostkowski,47,0,-10,2238,0,10,2008,1,0,0
20081005,NE,SF,2,35,27,NE,SF,4,11,21,17,S.Gostkowski,35,0,-7,2127,7,14,2008,1,0,0
20080907,CIN,BAL,2,30,9,CIN,BAL,4,5,8,25,S.Graham,43,0,-10,1809,0,10,2008,1,0,0
20081116,PHI,CIN,2,44,12,CIN,PHI,4,2,8,2,S.Graham,20,1,0,2652,0,0,2008,1,0,0
20081130,BAL,CIN,2,30,3,CIN,BAL,4,3,8,3,S.Graham,21,1,-13,1803,0,13,2008,1,0,0
20081228,KC,CIN,2,31,51,CIN,KC,4,12,8,12,S.Graham,30,1,10,1911,10,0,2008,1,0,0
20081214,WAS,CIN,2,41,24,CIN,WAS,4,7,8,14,S.Graham,32,1,14,2484,14,0,2008,1,0,0
20080928,CLE,CIN,2,40,26,CIN,CLE,4,9,8,25,S.Graham,42,1,-3,2426,0,3,2008,1,0,0
20080928,CLE,CIN,2,30,13,CIN,CLE,4,6,8,28,S.Graham,45,1,0,1813,3,3,2008,1,0,0
20081221,CIN,CLE,2,31,13,CIN,CLE,4,3,8,30,S.Graham,48,0,14,1873,14,0,2008,0,1,0
20081005,CIN,DAL,2,30,37,CIN,DAL,4,6,8,13,S.Graham,31,0,-14,1837,3,17,2008,1,0,0
20081005,CIN,DAL,2,38,19,CIN,DAL,4,6,8,23,S.Graham,41,0,-17,2299,0,17,2008,1,0,0
20081026,CIN,HOU,2,30,54,CIN,HOU,4,2,8,14,S.Graham,32,0,-11,1854,3,14,2008,1,0,0
20081207,CIN,IND,2,36,11,CIN,IND,4,2,8,2,S.Graham,19,0,-7,2171,0,7,2008,1,0,0
20080921,CIN,NYG,2,30,36,CIN,NYG,4,11,8,12,S.Graham,30,0,0,1836,10,10,2008,1,0,0
20081123,PHI,BAL,2,30,22,BAL,PHI,4,11,4,35,S.Hauschka,53,1,10,1822,10,0,2008,0,1,0
20081109,BAL,HOU,2,31,6,BAL,HOU,4,7,3,36,S.Hauschka,54,0,4,1866,7,3,2008,1,0,0
20080921,OAK,BUF,2,32,0,OAK,BUF,4,9,28,14,S.Janikowski,32,0,-1,1920,6,7,2008,1,0,0
20081123,OAK,DEN,2,38,4,OAK,DEN,4,7,28,7,S.Janikowski,26,0,0,2284,0,0,2008,1,0,0
20081116,OAK,MIA,2,31,12,OAK,MIA,4,3,28,3,S.Janikowski,21,0,-7,1872,0,7,2008,1,0,0
20081012,OAK,NO,2,31,53,OAK,NO,4,7,28,39,S.Janikowski,57,0,-4,1913,3,7,2008,0,1,0
20081012,OAK,NO,2,30,11,OAK,NO,4,11,28,41,S.Janikowski,59,0,-7,1811,3,10,2008,0,1,0
20080928,SD,OAK,2,35,31,OAK,SD,4,11,28,11,S.Janikowski,28,1,12,2131,12,0,2008,1,0,0
20081019,NYJ,OAK,2,34,9,OAK,NYJ,4,9,28,22,S.Janikowski,40,1,0,2049,3,3,2008,0,1,0
20080928,SD,OAK,2,30,1,OAK,SD,3,2,28,58,S.Janikowski,76,1,15,1801,15,0,2008,0,1,0
20081207,WAS,BAL,2,41,39,WAS,BAL,4,5,30,30,S.Suisham,48,0,-7,2499,0,7,2008,0,1,0
20081214,WAS,CIN,2,30,19,WAS,CIN,4,5,30,5,S.Suisham,23,0,-10,1819,7,17,2008,1,0,0
20080928,WAS,DAL,2,31,56,WAS,DAL,4,2,30,2,S.Suisham,20,0,7,1916,14,7,2008,1,0,0
20081026,WAS,DET,2,30,4,WAS,DET,1,10,30,29,S.Suisham,47,0,-7,1804,3,10,2008,1,0,0
20081026,WAS,DET,2,33,29,WAS,DET,4,16,30,33,S.Suisham,50,0,-7,2009,3,10,2008,0,1,0
20081005,WAS,PHI,2,42,4,WAS,PHI,4,4,30,23,S.Suisham,41,0,-7,2524,0,7,2008,1,0,0
20081005,WAS,PHI,2,32,0,WAS,PHI,4,6,30,30,S.Suisham,48,0,-11,1920,3,14,2008,1,0,0
20081005,WAS,PHI,2,30,5,WAS,PHI,1,10,30,32,S.Suisham,50,0,-8,1805,6,14,2008,1,0,0
20081228,WAS,SF,2,41,32,WAS,SF,4,10,30,23,S.Suisham,41,0,0,2492,7,7,2008,1,0,0
20080914,NO,WAS,2,35,23,WAS,NO,4,2,30,12,S.Suisham,30,1,-1,2123,6,7,2008,0,1,0
20081221,PHI,WAS,2,33,28,WAS,PHI,4,4,30,14,S.Suisham,33,1,0,2008,0,0,2008,1,0,0
20080914,NO,WAS,2,31,9,WAS,NO,4,9,30,17,S.Suisham,35,1,-1,1869,6,7,2008,1,0,0
20081019,CLE,WAS,2,30,4,WAS,CLE,3,11,30,18,S.Suisham,36,1,0,1804,0,0,2008,0,1,0
20080914,NO,WAS,2,43,30,WAS,NO,4,2,30,19,S.Suisham,36,1,3,2610,3,0,2008,1,0,0
20081116,DAL,WAS,2,30,9,WAS,DAL,4,7,30,23,S.Suisham,41,1,0,1809,7,7,2008,1,0,0
20081130,NYG,WAS,2,30,8,WAS,NYG,2,4,30,24,S.Suisham,42,1,-6,1808,7,13,2008,0,1,0
20080921,ARI,WAS,2,43,13,WAS,ARI,4,6,30,30,S.Suisham,48,1,7,2593,7,0,2008,1,0,0
20081221,PHI,WAS,2,44,20,WAS,PHI,4,6,30,36,S.Suisham,54,1,0,2660,0,0,2008,0,1,0
20081012,OAK,NO,2,30,54,NO,OAK,4,18,23,26,T.Mehlhaff,44,1,4,1854,7,3,2008,1,0,0
20081130,IND,CLE,3,19,12,IND,CLE,4,8,15,28,A.Vinatieri,46,0,-3,1152,3,6,2008,0,1,0
20081019,IND,GB,3,24,5,IND,GB,4,9,15,27,A.Vinatieri,45,0,-10,1445,7,17,2008,1,0,1
20081109,IND,PIT,3,23,18,IND,PIT,4,3,15,18,A.Vinatieri,36,0,-3,1398,14,17,2008,1,0,0
20081116,NO,KC,3,22,44,KC,NO,4,3,18,3,C.Barth,21,1,-10,1364,10,20,2008,1,0,0
20081221,MIA,KC,3,24,11,KC,MIA,4,6,18,9,C.Barth,27,1,4,1451,28,24,2008,1,0,0
20081026,KC,NYJ,3,24,56,KC,NYJ,4,12,18,12,C.Barth,30,0,0,1496,14,14,2008,1,0,0
20080928,PHI,CHI,3,19,27,PHI,CHI,4,6,29,6,D.Akers,24,0,-7,1167,14,21,2008,1,0,0
20080928,PHI,CHI,3,23,6,PHI,CHI,4,4,29,29,D.Akers,47,0,-7,1386,14,21,2008,0,1,0
20081207,PHI,NYG,3,23,2,PHI,NYG,4,3,29,16,D.Akers,34,0,10,1382,10,0,2008,1,0,1
20090111,PHI,NYG,3,22,53,PHI,NYG,4,5,29,17,D.Akers,35,0,-1,1373,10,11,2008,1,0,0
20080907,STL,PHI,3,17,31,PHI,STL,4,5,29,5,D.Akers,23,1,28,1051,28,0,2008,1,0,0
20081215,CLE,PHI,3,18,35,PHI,CLE,4,10,29,16,D.Akers,34,1,7,1115,10,3,2008,1,0,0
20081127,ARI,PHI,3,15,29,PHI,ARI,4,6,29,23,D.Akers,41,1,18,929,31,13,2008,1,0,0
20081228,DAL,PHI,3,21,10,PHI,DAL,4,1,29,24,D.Akers,41,1,24,1270,27,3,2008,1,0,0
20081102,PHI,SEA,3,16,31,PHI,SEA,4,7,29,7,D.Akers,24,0,10,991,17,7,2008,1,0,0
20081102,PHI,SEA,3,26,29,PHI,SEA,4,2,29,22,D.Akers,39,0,7,1589,14,7,2008,1,0,0
20081221,PHI,WAS,3,19,22,PHI,WAS,4,2,29,4,D.Akers,22,0,-10,1162,0,10,2008,1,0,0
20080914,MIA,ARI,3,20,30,MIA,ARI,4,10,19,14,D.Carpenter,32,0,-24,1230,0,24,2008,1,0,0
20081005,SD,MIA,3,21,9,MIA,SD,4,3,19,24,D.Carpenter,42,1,14,1269,17,3,2008,0,1,0
20081026,BUF,MIA,3,23,1,MIA,BUF,4,19,19,25,D.Carpenter,43,1,-9,1381,7,16,2008,1,0,0
20081130,MIA,STL,3,21,14,MIA,STL,4,5,19,30,D.Carpenter,47,0,1,1274,10,9,2008,1,0,0
20081019,PIT,CIN,3,17,42,CIN,PIT,4,6,9,8,D.Rayner,26,1,-10,1062,7,17,2008,1,0,0
20081228,STL,ATL,3,16,43,STL,ATL,4,1,35,14,J.Brown,31,0,-10,1003,14,24,2008,1,0,0
20081026,STL,NE,3,23,8,STL,NE,4,3,35,26,J.Brown,44,0,-3,1388,10,13,2008,1,0,0
20081109,STL,NYJ,3,24,56,STL,NYJ,4,7,35,19,J.Brown,37,0,-40,1496,0,40,2008,1,0,0
20081116,STL,SF,3,15,3,STL,SF,4,14,35,26,J.Brown,44,0,-29,903,6,35,2008,1,0,0
20081116,STL,SF,3,18,56,STL,SF,4,10,35,30,J.Brown,48,0,-32,1136,3,35,2008,1,0,0
20080928,BUF,STL,3,18,41,STL,BUF,4,18,34,33,J.Brown,51,1,1,1121,14,13,2008,0,1,0
20081012,STL,WAS,3,23,25,STL,WAS,4,5,35,7,J.Brown,25,0,-4,1405,3,7,2008,1,0,0
20081012,STL,WAS,3,15,29,STL,WAS,4,3,35,26,J.Brown,44,0,6,929,13,7,2008,1,0,0
20081019,SF,NYG,3,17,3,NYG,SF,4,4,25,17,J.Carney,35,1,14,1023,24,10,2008,1,0,1
20081005,SEA,NYG,3,16,43,NYG,SEA,4,7,25,17,J.Carney,35,1,28,1003,34,6,2008,1,0,0
20090111,PHI,NYG,3,27,37,NYG,PHI,4,5,25,17,J.Carney,36,1,-2,1657,8,10,2008,1,0,0
20080921,CIN,NYG,3,21,33,NYG,CIN,4,5,25,28,J.Carney,46,1,-3,1293,10,13,2008,1,0,0
20090111,PHI,NYG,3,19,25,NYG,PHI,4,9,25,29,J.Carney,47,1,-2,1165,11,13,2008,0,1,0
20081109,NO,ATL,3,17,9,ATL,NO,4,4,2,9,J.Elam,27,1,11,1029,17,6,2008,1,0,0
20081012,CHI,ATL,3,25,41,ATL,CHI,4,8,2,23,J.Elam,41,1,6,1541,9,3,2008,1,0,0
20080907,DET,ATL,3,24,50,ATL,DET,4,3,2,32,J.Elam,50,1,7,1490,21,14,2008,1,0,0
20081207,ATL,NO,3,18,9,ATL,NO,4,5,2,5,J.Elam,23,0,-2,1089,14,16,2008,1,0,0
20080914,ATL,TB,3,16,7,ATL,TB,4,6,2,9,J.Elam,27,0,-14,967,3,17,2008,1,0,0
20081102,NYJ,BUF,3,23,57,NYJ,BUF,4,2,27,2,J.Feely,20,0,-1,1437,6,7,2008,1,0,0
20081130,DEN,NYJ,3,17,55,NYJ,DEN,4,12,27,12,J.Feely,30,1,-13,1075,14,27,2008,1,0,0
20081012,CIN,NYJ,3,20,42,NYJ,CIN,4,10,27,25,J.Feely,43,1,3,1242,17,14,2008,1,0,0
20081123,NYJ,TEN,3,23,11,NYJ,TEN,4,7,27,12,J.Feely,30,0,7,1391,10,3,2008,1,0,0
20081123,TB,DET,3,17,47,DET,TB,4,6,12,22,J.Hanson,40,1,-4,1067,17,21,2008,1,0,0
20080914,GB,DET,3,26,32,DET,GB,4,10,12,31,J.Hanson,49,1,-18,1592,3,21,2008,1,0,0
20080914,GB,DET,3,23,20,DET,GB,4,15,12,35,J.Hanson,53,1,-15,1400,6,21,2008,1,0,0
20081214,DET,IND,3,25,4,DET,IND,4,11,12,11,J.Hanson,30,0,-11,1504,10,21,2008,1,0,0
20080921,DET,SF,3,16,48,DET,SF,4,8,12,33,J.Hanson,51,0,-18,1008,3,21,2008,1,0,0
20081123,CAR,ATL,3,20,30,CAR,ATL,4,2,6,3,J.Kasay,21,0,-7,1230,10,17,2008,1,0,0
20081116,DET,CAR,3,23,29,CAR,DET,4,4,6,11,J.Kasay,29,1,5,1409,21,16,2008,1,0,0
20081005,KC,CAR,3,25,18,CAR,KC,4,1,6,14,J.Kasay,32,1,21,1518,21,0,2008,1,0,0
20080928,ATL,CAR,3,16,44,CAR,ATL,4,4,6,26,J.Kasay,44,1,5,1004,14,9,2008,1,0,0
20080914,CHI,CAR,3,20,27,CAR,CHI,4,6,6,28,J.Kasay,45,1,-14,1227,3,17,2008,1,0,0
20081228,CAR,NO,3,18,27,CAR,NO,4,4,6,23,J.Kasay,41,0,20,1107,30,10,2008,0,1,0
20081110,SF,ARI,3,22,5,SF,ARI,4,1,34,24,J.Nedney,41,0,1,1325,21,20,2008,1,0,0
20081123,SF,DAL,3,23,27,SF,DAL,4,3,34,18,J.Nedney,35,0,-23,1407,6,29,2008,1,0,0
20081214,SF,MIA,3,17,50,SF,MIA,4,3,34,5,J.Nedney,23,0,-11,1070,3,14,2008,1,0,0
20080928,SF,NO,3,25,23,SF,NO,4,14,34,20,J.Nedney,38,0,-15,1523,6,21,2008,1,0,0
20081012,PHI,SF,3,18,5,SF,PHI,4,6,34,11,J.Nedney,29,1,6,1085,23,17,2008,1,0,0
20081026,SEA,SF,3,19,17,SF,SEA,4,7,34,22,J.Nedney,40,1,-10,1157,3,13,2008,1,0,0
20080921,DET,SF,3,20,47,SF,DET,4,3,34,25,J.Nedney,43,1,18,1247,21,3,2008,0,1,0
20081201,JAC,HOU,3,18,33,JAC,HOU,4,8,16,11,J.Scobee,29,0,-13,1113,0,13,2008,1,0,0
20080914,BUF,JAC,3,21,11,JAC,BUF,4,6,16,32,J.Scobee,50,1,0,1271,10,10,2008,1,0,0
20080907,JAC,TEN,3,18,58,JAC,TEN,4,5,16,19,J.Scobee,37,0,-3,1138,7,10,2008,0,1,0
20090201,PIT,ARI,3,17,16,PIT,ARI,4,3,31,3,Je.Reed,21,0,3,1036,10,7,2008,1,0,0
20080914,PIT,CLE,3,23,2,PIT,CLE,4,4,31,30,Je.Reed,48,0,7,1382,7,0,2008,1,0,0
20081130,PIT,NE,3,17,53,PIT,NE,4,1,31,1,Je.Reed,20,0,10,1073,20,10,2008,1,0,0
20081130,PIT,NE,3,20,43,PIT,NE,4,7,31,7,Je.Reed,25,0,0,1243,10,10,2008,1,0,0
20081120,CIN,PIT,3,23,22,PIT,CIN,4,2,31,20,Je.Reed,38,1,3,1402,10,7,2008,1,0,0
20081116,SD,PIT,3,23,45,PIT,SD,4,5,31,23,Je.Reed,41,1,-2,1425,5,7,2008,1,0,0
20090118,BAL,PIT,3,18,43,PIT,BAL,4,10,31,29,Je.Reed,46,1,6,1123,13,7,2008,1,0,0
20081228,CLE,PIT,3,20,39,PIT,CLE,4,3,31,5,Je.Reed,22,1,14,1239,14,0,2008,1,0,0
20081123,HOU,CLE,3,23,53,HOU,CLE,4,4,14,18,K.Brown,36,0,7,1433,13,6,2008,1,0,0
20081207,HOU,GB,3,26,57,HOU,GB,4,1,14,23,K.Brown,41,0,3,1617,10,7,2008,1,0,0
20081201,JAC,HOU,3,15,49,HOU,JAC,4,2,14,2,K.Brown,20,1,10,949,13,3,2008,1,0,0
20081214,TEN,HOU,3,15,43,HOU,TEN,4,7,14,7,K.Brown,26,1,1,943,10,9,2008,0,1,0
20081005,IND,HOU,3,15,25,HOU,IND,4,3,14,24,K.Brown,43,1,7,925,17,10,2008,1,0,0
20081201,JAC,HOU,3,25,18,HOU,JAC,4,4,14,32,K.Brown,50,1,10,1518,10,0,2008,1,0,0
20081026,TB,DAL,3,15,39,TB,DAL,4,12,36,23,M.Bryant,41,0,-7,939,6,13,2008,1,0,0
20080907,TB,NO,3,15,38,TB,NO,4,5,36,15,M.Bryant,33,0,0,938,10,10,2008,1,0,0
